airport_code,airport_name,month,year,num_of_flights_total,num_of_delays_carrier,num_of_delays_late_aircraft,num_of_delays_nas,num_of_delays_security,num_of_delays_weather,num_of_delays_total,minutes_delayed_carrier,minutes_delayed_late_aircraft,minutes_delayed_nas,minutes_delayed_security,minutes_delayed_weather,minutes_delayed_total,average_delay_time,hours_delayed_total,weather_delay
ORD,"Chicago, IL: Chicago O'Hare International",June,2010.0,26671,1142,2832.0,3321,8,186,7489,86907.0,212866,254910.0,214,16556,571453,76.30564828415008,9524.216666666667,2364.0
SAN,"San Diego, CA: San Diego International",,2010.0,6981,433,571.0,273,1,27,1304,21826.0,31178,9353.0,50,1533,63940,49.033742331288344,1065.6666666666667,375.75
SFO,"San Francisco, CA: San Francisco International",June,2010.0,12025,593,1048.0,1648,1,85,3372,37339.0,76800,113992.0,42,6729,234902,69.66251482799525,3915.0333333333333,1058.6
SLC,"Salt Lake City, UT: Salt Lake City International",June,2010.0,10982,529,721.0,392,4,30,1677,26291.0,39797,11917.0,190,2014,80209,47.828861061419204,1336.8166666666666,403.1
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",July,2010.0,36074,,2899.0,3427,3,259,8448,137354.0,203919,209457.0,110,27337,578177,68.43951231060606,9636.283333333333,2499.5
DEN,"Denver, CO: Denver International",July,2010.0,21407,896,1635.0,1267,7,110,3913,49392.0,96311,51318.0,170,8765,205956,52.633784819831334,3432.6,1107.3
IAD,"Washington, DC: Washington Dulles International",July,2010.0,7000,331,469.0,380,0,60,1236,22154.0,36117,17903.0,22,4868,81064,65.58576051779936,1351.0666666666666,352.7
ORD,"Chicago, IL: Chicago O'Hare International",July,2010.0,27581,1154,2381.0,2143,3,181,5861,85520.0,148124,109241.0,109,14934,357928,61.06944207473128,5965.466666666666,1752.5
SAN,"San Diego, CA: San Diego International",July,2010.0,7133,486,557.0,221,3,38,1306,25182.0,28624,7885.0,111,2002,63804,48.85451761102603,1063.4,293.5
SFO,"San Francisco, CA: San Francisco International",July,2010.0,12451,582,1145.0,1176,2,68,2974,35892.0,73240,58021.0,55,3953,171161,57.55245460659045,2852.6833333333334,881.9000000000001
SLC,"Salt Lake City, UT: Salt Lake City International",July,2010.0,11267,574,768.0,378,3,36,1757,33215.0,42691,12175.0,114,1811,90006,51.22709163346614,1500.1,417.6
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",August,,36128,,2445.0,3561,5,168,7704,107914.0,154603,187597.0,166,15824,466104,60.50155763239876,7768.4,2325.9
DEN,"Denver, CO: Denver International",August,2010.0,21473,667,1339.0,813,4,82,2903,36696.0,69761,30927.0,211,5215,142810,49.19393730623493,2380.1666666666665,808.9000000000001
IAD,"Washington, DC: Washington Dulles International",August,2010.0,7035,288,457.0,299,1,45,1087,19150.0,30501,17713.0,19,3787,71170,65.47378104875806,1186.1666666666667,301.70000000000005
ORD,"Chicago, IL: Chicago O'Hare International",August,2010.0,27822,948,1784.0,1796,5,133,4666,75136.0,106846,92734.0,170,9302,284188,60.90612944706387,4736.466666666666,1386.6
SAN,"San Diego, CA: San Diego International",August,2010.0,6991,338,462.0,172,4,20,995,14946.0,22162,5660.0,99,1307,44174,44.39597989949749,736.2333333333333,227.39999999999998
SFO,"San Francisco, CA: San Francisco International",August,2010.0,12557,502,1198.0,1785,4,52,3539,31330.0,79930,106301.0,120,3952,221633,62.62588301780164,3693.883333333333,1125.4
SLC,"Salt Lake City, UT: Salt Lake City International",August,2010.0,11371,486,717.0,417,4,20,1642,26969.0,36405,,72,1062,77350,47.10718635809988,1289.1666666666667,401.9
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",September,2010.0,34266,1088,1679.0,1843,4,98,4713,79364.0,101402,82866.0,120,6546,270298,57.35158073413962,4504.966666666666,1799.65
DEN,"Denver, CO: Denver International",September,2010.0,19817,501,786.0,532,8,49,1874,28349.0,40706,15518.0,159,2680,87412,46.64461045891142,1456.8666666666666,630.6
IAD,"Washington, DC: Washington Dulles International",September,2010.0,6482,238,319.0,259,1,22,839,14193.0,21130,8362.0,44,1300,45029,53.66984505363528,750.4833333333333,286.05
ORD,"Chicago, IL: Chicago O'Hare International",September,2010.0,26339,680,1197.0,1152,7,86,3117,49120.0,64352,44939.0,206,5303,163920,52.58902791145332,2732.0,1193.9
SAN,"San Diego, CA: San Diego International",September,2010.0,6262,253,292.0,243,1,29,820,10421.0,13025,7057.0,25,1690,32218,39.29024390243902,536.9666666666667,274.55
SFO,"San Francisco, CA: San Francisco International",September,2010.0,11675,386,631.0,1532,3,43,2595,23269.0,41716,,182,3231,165623,63.82389210019268,2760.383333333333,1228.1000000000001
SLC,"Salt Lake City, UT: Salt Lake City International",September,2010.0,10082,353,547.0,655,2,20,1578,18118.0,25333,18037.0,74,838,62400,39.543726235741445,1040.0,609.85
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",October,,35494,1136,2055.0,1848,2,121,5161,87268.0,139022,123140.0,82,13449,362961,70.32764968029451,6049.35,1938.7
DEN,"Denver, CO: Denver International",October,2010.0,20422,617,1116.0,661,4,58,2455,32652.0,58719,23018.0,165,3795,118349,48.20733197556008,1972.4833333333333,822.45
IAD,"Washington, DC: Washington Dulles International",October,2010.0,6876,216,332.0,243,1,12,809,,20639,7154.0,35,720,40870,50.519159456118665,681.1666666666666,269.55
ORD,"Chicago, IL: Chicago O'Hare International",October,2010.0,27106,659,1095.0,1376,5,84,3216,45976.0,64568,68549.0,168,8783,188044,58.47139303482587,3134.0666666666666,1306.9
SAN,"San Diego, CA: San Diego International",October,2010.0,6521,378,485.0,284,4,21,1169,15782.0,25181,9516.0,111,1792,52382,44.80923866552609,873.0333333333333,351.1
SFO,"San Francisco, CA: San Francisco International",October,2010.0,12034,411,870.0,1553,3,63,2901,25284.0,64090,100130.0,98,6324,195926,67.53740089624267,3265.4333333333334,1333.45
SLC,"Salt Lake City, UT: Salt Lake City International",October,2010.0,9895,360,631.0,420,2,23,1436,18334.0,32774,11513.0,45,1550,64216,44.71866295264624,1070.2666666666667,485.29999999999995
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",,2010.0,33850,1164,1917.0,2228,4,95,5411,79626.0,125580,103950.0,128,9702,318986,58.95139530585843,5316.433333333333,2118.3
DEN,"Denver, CO: Denver International",November,2010.0,19148,600,1189.0,850,4,57,2698,31561.0,53908,25795.0,120,3218,114602,42.47664936990363,1910.0333333333333,966.2
IAD,"Washington, DC: Washington Dulles International",November,2010.0,6256,217,238.0,159,0,8,622,12637.0,15581,4420.0,0,527,33165,53.31993569131833,552.75,182.75
ORD,"Chicago, IL: Chicago O'Hare International",November,2010.0,24538,606,1031.0,1660,2,84,3384,41793.0,59248,85276.0,110,6955,193382,57.145981087470446,3223.0333333333333,1472.3
SAN,"San Diego, CA: San Diego International",November,2010.0,6149,348,449.0,319,2,18,1136,13818.0,22617,10566.0,48,1511,48560,42.74647887323944,809.3333333333334,360.04999999999995
SFO,"San Francisco, CA: San Francisco International",November,2010.0,11396,393,736.0,1115,3,37,2285,23763.0,45162,58728.0,68,2413,130134,56.95142231947484,2168.9,982.55
SLC,"Salt Lake City, UT: Salt Lake City International",November,2010.0,9856,415,835.0,811,3,45,2106,22010.0,46324,27033.0,75,4188,99630,47.30769230769231,1660.5,822.65
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",December,2010.0,34440,,2921.0,2190,7,262,6986,108768.0,188240,101203.0,275,26413,424899,60.82150014314343,7081.65,2561.8
DEN,"Denver, CO: Denver International",December,2010.0,19848,960,1953.0,952,12,97,3975,51242.0,113468,33843.0,394,7547,206494,51.94817610062893,3441.5666666666666,1301.7
IAD,"Washington, DC: Washington Dulles International",December,2010.0,6565,387,522.0,373,1,49,1333,25492.0,36743,,34,3696,80931,60.71342835708927,1348.85,448.05000000000007
ORD,"Chicago, IL: Chicago O'Hare International",December,2010.0,24870,899,1964.0,2955,6,202,6026,73589.0,133236,181525.0,205,17603,406158,67.4009293063392,6769.3,2711.95
SAN,"San Diego, CA: San Diego International",December,2010.0,6372,558,830.0,475,2,74,1941,26440.0,47530,,69,6740,98763,50.882534775888715,1646.05,631.75
SFO,"San Francisco, CA: San Francisco International",December,2010.0,11792,599,1375.0,2613,4,114,4703,40050.0,110744,176399.0,79,8992,336264,71.499893684882,5604.4,2224.95
SLC,"Salt Lake City, UT: Salt Lake City International",December,2010.0,10486,717,1352.0,945,8,93,3114,41027.0,79129,32382.0,287,8300,161125,51.74213230571612,2685.4166666666665,1112.85
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",January,2011.0,32013,1196,1971.0,2083,4,142,5391,84286.0,127577,67641.0,131,12404,292039,54.17158226674086,4867.316666666667,2087.25
DEN,"Denver, CO: Denver International",January,2011.0,19283,903,1491.0,1065,18,69,3545,51690.0,87762,,539,4419,181334,51.152045133991535,3022.233333333333,1208.55
IAD,"Washington, DC: Washington Dulles International",January,2011.0,6169,288,401.0,254,1,24,966,17279.0,26339,9415.0,100,1467,54600,56.52173913043478,910.0,309.4
ORD,"Chicago, IL: Chicago O'Hare International",January,2011.0,23866,783,1901.0,2423,6,145,5260,61692.0,126446,144073.0,272,13325,345808,65.74296577946768,5763.466666666666,2290.25
SAN,"San Diego, CA: San Diego International",January,2011.0,6294,437,527.0,223,10,33,1230,19041.0,26131,7563.0,517,1782,55034,44.74308943089431,917.2333333333333,336.05
SFO,"San Francisco, CA: San Francisco International",January,2011.0,11486,476,915.0,1335,7,79,2811,30932.0,63095,79001.0,332,7700,181060,64.41124155104944,3017.6666666666665,1221.25
SLC,"Salt Lake City, UT: Salt Lake City International",,2011.0,10174,545,799.0,539,5,57,1942,30620.0,43283,17855.0,98,3944,95800,49.330587023686924,1596.6666666666667,647.05
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",February,2011.0,29034,1048,1788.0,2008,5,131,4979,76224.0,113680,81584.0,165,11864,283517,56.942558746736296,4725.283333333334,1972.6
DEN,"Denver, CO: Denver International",February,2011.0,17755,810,1496.0,1288,4,88,3687,48169.0,86052,43343.0,108,7809,185481,50.30675345809601,3091.35,1374.0
IAD,"Washington, DC: Washington Dulles International",February,2011.0,6085,285,434.0,296,0,32,1044,20397.0,33430,14101.0,0,3296,71224,68.22222222222223,1187.0666666666666,354.6
ORD,"Chicago, IL: Chicago O'Hare International",February,2011.0,23295,928,2156.0,2535,2,150,5768,79303.0,158092,,100,16678,404934,70.20353675450762,6748.9,2444.55
SAN,"San Diego, CA: San Diego International",February,2011.0,5737,368,562.0,432,4,35,1402,16816.0,29204,15137.0,136,2262,63555,45.33166904422254,1059.25,484.4
SFO,"San Francisco, CA: San Francisco International",February,2011.0,10454,397,748.0,1422,1,70,2639,25568.0,51457,89136.0,45,5126,171332,64.92307692307692,2855.5333333333333,1218.7
SLC,"Salt Lake City, UT: Salt Lake City International",February,2011.0,9319,430,571.0,495,3,51,1552,25309.0,31083,16423.0,124,4267,77206,49.746134020618555,1286.7666666666667,544.05
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",March,2011.0,33855,1460,3026.0,3022,10,119,7637,107288.0,186876,110119.0,487,8535,413305,54.1187639125311,6888.416666666667,2991.1000000000004
DEN,"Denver, CO: Denver International",March,2011.0,20562,776,1471.0,919,6,57,3229,43528.0,77255,31930.0,154,4758,157625,48.81542273149582,2627.0833333333335,1095.65
IAD,"Washington, DC: Washington Dulles International",March,2011.0,6964,296,451.0,296,0,15,1058,19259.0,30648,10798.0,23,1835,62563,59.13327032136106,1042.7166666666667,342.7
ORD,"Chicago, IL: Chicago O'Hare International",March,2011.0,27287,863,1788.0,2215,4,80,4951,71752.0,113065,129434.0,140,7408,321799,64.99676832963038,5363.316666666667,2056.15
SAN,"San Diego, CA: San Diego International",March,2011.0,6532,416,573.0,460,2,36,1488,18184.0,28912,15655.0,89,3007,65847,44.252016129032256,1097.45,506.9
SFO,"San Francisco, CA: San Francisco International",March,2011.0,11968,497,1105.0,2426,4,61,4092,32807.0,81344,154407.0,116,5858,274532,67.08993157380255,4575.533333333334,1969.4
SLC,"Salt Lake City, UT: Salt Lake City International",,2011.0,10817,434,752.0,490,4,20,1702,23954.0,39343,13916.0,110,2133,79456,46.68390129259694,1324.2666666666667,564.1
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",April,2011.0,32549,1290,2895.0,2356,4,149,6694,95015.0,182636,95455.0,354,12685,386145,57.685240513893035,6435.75,1959.9
DEN,"Denver, CO: Denver International",April,2011.0,19247,716,1447.0,1058,6,87,3316,42082.0,82568,35940.0,241,6984,167815,50.607659831121836,2796.9166666666665,944.3
IAD,"Washington, DC: Washington Dulles International",April,2011.0,6674,355,570.0,415,1,26,1363,24844.0,40035,14035.0,48,1818,80780,59.266324284666176,1346.3333333333333,363.0
ORD,"Chicago, IL: Chicago O'Hare International",April,2011.0,26422,1046,2509.0,3527,4,167,7254,87844.0,176293,245536.0,139,15542,525354,72.42266335814723,8755.9,2330.5
SAN,"San Diego, CA: San Diego International",April,2011.0,6200,438,601.0,398,6,18,1460,20581.0,31729,13462.0,163,1563,67498,46.23150684931507,1124.9666666666667,357.5
SFO,"San Francisco, CA: San Francisco International",April,2011.0,11470,528,926.0,1371,3,54,2884,,55224,57710.0,92,3963,146034,50.63592233009709,2433.9,880.2
SLC,"Salt Lake City, UT: Salt Lake City International",April,2011.0,9845,412,615.0,585,3,26,1639,,30361,17307.0,139,2312,73786,45.018913971934104,1229.7666666666667,444.5
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",May,2011.0,34077,1240,2607.0,1879,2,109,5838,91892.0,175908,93978.0,105,11511,373394,63.959232613908874,6223.233333333334,1642.7
DEN,"Denver, CO: Denver International",May,2011.0,20188,823,1555.0,1104,4,125,3611,,100148,46300.0,84,9984,201979,55.934367211298806,3366.3166666666666,1033.1
IAD,"Washington, DC: Washington Dulles International",May,2011.0,7034,342,652.0,642,2,38,1676,22888.0,50663,25270.0,35,3479,102335,61.0590692124105,1705.5833333333333,490.4
ORD,"Chicago, IL: Chicago O'Hare International",,2011.0,27227,1000,2371.0,3213,4,174,6760,91244.0,180449,263819.0,243,23808,559563,82.77559171597633,9326.05,2973.75
SAN,"San Diego, CA: San Diego International",May,2011.0,6518,422,528.0,272,5,38,1265,18457.0,29440,10530.0,118,3581,62126,49.11146245059289,1035.4333333333334,305.20000000000005
SFO,"San Francisco, CA: San Francisco International",May,2011.0,11873,549,961.0,1449,7,71,3037,32240.0,63083,78143.0,161,6201,179828,59.212380638788275,2997.133333333333,938.9000000000001
SLC,"Salt Lake City, UT: Salt Lake City International",May,2011.0,10045,367,481.0,300,3,35,1184,,27916,11023.0,85,3480,63080,53.277027027027025,1051.3333333333333,299.29999999999995
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",June,2011.0,34134,,3468.0,2841,5,218,8192,136034.0,249032,154989.0,607,19300,559962,68.354736328125,9332.7,2394.8
DEN,"Denver, CO: Denver International",June,2011.0,21465,929,1755.0,1014,13,81,3790,59778.0,111699,43336.0,630,7466,222909,58.81503957783641,3715.15,1013.1
IAD,"Washington, DC: Washington Dulles International",June,2011.0,6677,424,663.0,423,0,29,1543,31766.0,51824,17415.0,41,2622,103672,67.18859364873623,1727.8666666666666,397.1
ORD,"Chicago, IL: Chicago O'Hare International",June,2011.0,27667,1214,2607.0,2108,3,211,6146,97885.0,183231,138890.0,217,30713,450936,73.37064757565896,7515.6,1836.3000000000002
SAN,"San Diego, CA: San Diego International",June,2011.0,6623,491,594.0,284,1,30,1398,25644.0,32318,,32,2266,70526,50.44778254649499,1175.4333333333334,321.8
SFO,"San Francisco, CA: San Francisco International",June,2011.0,12381,657,1301.0,1750,7,81,3793,43201.0,91101,99006.0,244,6923,240475,63.3996836277353,4007.9166666666665,1171.3
SLC,"Salt Lake City, UT: Salt Lake City International",June,2011.0,10460,419,552.0,275,1,40,1287,21955.0,29281,9450.0,18,2399,63103,49.03108003108003,1051.7166666666667,315.6
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",July,2011.0,35052,,3202.0,2942,2,201,8046,130919.0,234732,,69,18591,538878,66.97464578672633,8981.3,2338.3999999999996
DEN,"Denver, CO: Denver International",July,2011.0,22447,951,1875.0,1495,9,190,4521,,123286,74426.0,313,15626,273543,60.50497677504977,4559.05,1350.5
IAD,"Washington, DC: Washington Dulles International",July,2011.0,6733,381,709.0,436,2,49,1577,26755.0,56924,18882.0,22,4921,107504,68.16994292961319,1791.7333333333333,436.1
ORD,"Chicago, IL: Chicago O'Hare International",July,2011.0,28508,1187,3038.0,2335,3,172,6737,91655.0,222481,138525.0,227,16504,469392,69.67374202167137,7823.2,2017.4
SAN,"San Diego, CA: San Diego International",July,2011.0,6865,397,516.0,143,1,35,1088,20676.0,31184,5465.0,19,2526,59870,55.02757352941177,997.8333333333334,247.0
SFO,"San Francisco, CA: San Francisco International",July,2011.0,12953,581,1430.0,1950,1,109,4069,43252.0,107652,140884.0,34,9562,301384,74.06832145490293,5023.066666666667,1318.0
SLC,"Salt Lake City, UT: Salt Lake City International",July,2011.0,11002,392,670.0,247,3,34,1344,23827.0,40965,8040.0,104,2005,74941,55.75967261904762,1249.0166666666667,333.8
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",August,,34781,1309,2340.0,1901,2,155,5705,103156.0,156898,78672.0,182,11091,349999,61.34951796669588,5833.316666666667,1617.4
DEN,"Denver, CO: Denver International",August,2011.0,22524,812,1481.0,951,9,81,3334,45657.0,88063,32163.0,303,5590,171776,51.52249550089982,2862.9333333333334,905.7
IAD,"Washington, DC: Washington Dulles International",August,2011.0,6621,343,503.0,435,1,87,1372,25587.0,38687,21058.0,64,6947,92343,67.30539358600583,1539.05,411.9
ORD,"Chicago, IL: Chicago O'Hare International",August,2011.0,28451,1119,2068.0,1682,4,207,5079,90311.0,144821,106246.0,163,19945,361486,71.1726717857846,6024.766666666666,1500.2
SAN,"San Diego, CA: San Diego International",August,2011.0,6779,392,449.0,170,2,27,1038,20756.0,24023,6736.0,38,2453,54006,52.028901734104046,900.1,229.7
SFO,"San Francisco, CA: San Francisco International",August,2011.0,13190,601,1416.0,1782,7,100,3907,39352.0,95187,105685.0,953,7787,248964,63.72254927054006,4149.4,1237.6000000000001
SLC,"Salt Lake City, UT: Salt Lake City International",August,2011.0,10753,374,478.0,197,2,25,1078,23007.0,25286,7229.0,62,1664,57248,53.105751391465674,954.1333333333333,247.20000000000002
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",September,2011.0,31729,969,1424.0,1904,2,112,4413,79143.0,86878,77288.0,125,8832,252266,57.16428733288013,4204.433333333333,1776.8000000000002
DEN,"Denver, CO: Denver International",September,2011.0,19819,576,965.0,667,4,55,2267,35344.0,54723,20375.0,93,3727,114262,50.402293780326424,1904.3666666666666,778.05
IAD,"Washington, DC: Washington Dulles International",September,2011.0,5801,290,409.0,564,0,31,1293,19264.0,30563,21255.0,0,2288,73370,56.74400618716164,1222.8333333333333,520.3
ORD,"Chicago, IL: Chicago O'Hare International",September,2011.0,25661,961,1480.0,1702,5,84,4233,74444.0,84770,76960.0,126,7506,243806,57.59650366170565,4063.4333333333334,1634.3
SAN,"San Diego, CA: San Diego International",September,2011.0,6167,249,320.0,183,1,15,770,12924.0,15398,5520.0,34,1113,34989,45.44025974025974,583.15,229.95
SFO,"San Francisco, CA: San Francisco International",September,2011.0,12531,416,1020.0,1061,2,41,2542,24901.0,61998,,77,3045,144024,56.65774980330448,2400.4,1036.65
SLC,"Salt Lake City, UT: Salt Lake City International",September,2011.0,9456,241,279.0,158,3,15,697,10978.0,14692,4498.0,103,893,31164,44.7116212338594,519.4,201.4
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",October,,33298,965,1307.0,1730,3,58,4062,76282.0,77938,52752.0,213,4539,211724,52.123092072870506,3528.733333333333,1574.6
DEN,"Denver, CO: Denver International",October,2011.0,19813,551,943.0,690,4,38,2225,,52010,25349.0,79,3040,111803,50.2485393258427,1863.3833333333334,769.4
IAD,"Washington, DC: Washington Dulles International",October,2011.0,6109,245,388.0,329,1,15,980,16512.0,26450,10872.0,14,822,54670,55.785714285714285,911.1666666666666,345.25
ORD,"Chicago, IL: Chicago O'Hare International",October,2011.0,26324,835,1265.0,1116,2,58,3281,61998.0,69761,39442.0,77,4317,175595,53.51874428527888,2926.5833333333335,1162.9
SAN,"San Diego, CA: San Diego International",October,2011.0,6324,276,296.0,293,3,45,911,12609.0,15275,9284.0,73,2885,40126,44.04610318331504,668.7666666666667,324.25
SFO,"San Francisco, CA: San Francisco International",October,2011.0,12905,514,920.0,1705,4,50,3192,31017.0,55984,86262.0,103,3369,176735,55.36810776942356,2945.5833333333335,1434.25
SLC,"Salt Lake City, UT: Salt Lake City International",October,2011.0,9536,228,286.0,209,1,13,736,12507.0,14799,5896.0,35,1033,34270,46.5625,571.1666666666666,234.64999999999998
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",November,2011.0,31322,944,1476.0,1491,4,41,3957,69253.0,83898,44902.0,113,2982,201148,50.83345969168562,3352.4666666666667,1452.95
DEN,"Denver, CO: Denver International",November,2011.0,18515,543,858.0,638,0,38,2081,28968.0,45980,18685.0,0,2443,96076,46.16818837097549,1601.2666666666667,710.0999999999999
IAD,"Washington, DC: Washington Dulles International",November,2011.0,5832,232,355.0,164,1,3,757,14090.0,22289,4749.0,22,377,41527,54.85733157199471,692.1166666666667,216.10000000000002
ORD,"Chicago, IL: Chicago O'Hare International",November,2011.0,24395,785,1342.0,2564,2,96,4790,66858.0,84136,159356.0,54,7656,318060,66.40083507306889,5301.0,2165.2000000000003
SAN,"San Diego, CA: San Diego International",November,2011.0,5980,264,308.0,312,5,28,919,13110.0,14756,9615.0,121,1424,39026,42.46572361262242,650.4333333333333,323.2
SFO,"San Francisco, CA: San Francisco International",November,2011.0,12099,446,856.0,1862,1,73,3235,24156.0,61002,109180.0,35,4266,198639,61.40309119010819,3310.65,1540.1
SLC,"Salt Lake City, UT: Salt Lake City International",November,2011.0,8806,253,337.0,264,0,17,871,13976.0,17975,7172.0,7,897,40027,45.95522388059702,667.1166666666667,289.7
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",December,2011.0,31207,1054,1373.0,1771,6,79,4283,86732.0,93342,75391.0,225,5890,261580,61.07401354190988,4359.666666666667,1642.0500000000002
DEN,"Denver, CO: Denver International",December,2011.0,19779,764,1447.0,1423,14,93,3741,43279.0,88813,53313.0,413,6809,192627,51.490777866880514,3210.45,1452.05
IAD,"Washington, DC: Washington Dulles International",,2011.0,6185,260,350.0,172,0,12,793,15363.0,22884,5082.0,5,693,44027,55.51954602774275,733.7833333333333,228.8
ORD,"Chicago, IL: Chicago O'Hare International",December,2011.0,24656,815,1263.0,1410,3,63,3556,62671.0,74964,55564.0,75,3122,196396,55.22947131608549,3273.266666666667,1358.4
SAN,"San Diego, CA: San Diego International",December,2011.0,6316,292,308.0,192,3,21,819,12906.0,15708,5412.0,59,3149,37234,45.462759462759465,620.5666666666667,238.2
SFO,"San Francisco, CA: San Francisco International",December,2011.0,12412,389,763.0,976,1,41,2170,22153.0,51529,62679.0,19,3618,139998,64.51520737327189,2333.3,904.3
SLC,"Salt Lake City, UT: Salt Lake City International",December,2011.0,9246,307,389.0,243,2,17,957,15312.0,21508,6569.0,45,1549,44983,47.00417972831766,749.7166666666667,291.65
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",January,,31351,961,1548.0,2023,2,105,4638,84985.0,106917,76563.0,53,9484,278002,59.9400603708495,4633.366666666667,1884.35
DEN,"Denver, CO: Denver International",January,2012.0,18986,608,1058.0,827,1,78,2570,34950.0,62835,30073.0,39,6863,134760,52.43579766536965,2246.0,932.95
IAD,"Washington, DC: Washington Dulles International",January,2012.0,5781,273,390.0,234,0,22,916,14739.0,25591,6879.0,0,1591,48800,53.275109170305676,813.3333333333334,291.1
ORD,"Chicago, IL: Chicago O'Hare International",January,2012.0,24791,845,1432.0,1461,5,156,3896,68995.0,97081,68329.0,125,15737,250267,64.23690965092402,4171.116666666667,1535.25
SAN,"San Diego, CA: San Diego International",January,2012.0,6119,257,316.0,181,3,45,804,13343.0,18239,6275.0,73,4815,42745,53.16542288557214,712.4166666666666,257.45
SFO,"San Francisco, CA: San Francisco International",January,2012.0,13437,460,758.0,1850,3,108,3179,36826.0,58411,143081.0,243,9308,247869,77.97074551745833,4131.15,1537.9
SLC,"Salt Lake City, UT: Salt Lake City International",January,2012.0,9106,271,363.0,277,1,30,941,13497.0,20453,8275.0,70,3241,45536,48.39107332624867,758.9333333333333,318.95
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",February,2012.0,29757,824,1246.0,1369,6,63,3509,74173.0,76126,41837.0,317,5542,197995,56.42490738102023,3299.9166666666665,1326.65
DEN,"Denver, CO: Denver International",February,2012.0,18177,637,955.0,1076,2,121,2792,37696.0,54577,47945.0,54,8735,149007,53.36926934097421,2483.45,1106.9
IAD,"Washington, DC: Washington Dulles International",February,2012.0,5636,189,269.0,136,2,16,613,12700.0,18225,4564.0,202,1095,36786,60.00978792822186,613.1,185.10000000000002
ORD,"Chicago, IL: Chicago O'Hare International",February,2012.0,23697,646,1142.0,1243,3,131,3164,57026.0,76563,70284.0,46,16482,220401,69.65897597977244,3673.35,1281.55
SAN,"San Diego, CA: San Diego International",February,2012.0,5878,257,244.0,193,4,10,709,12425.0,11478,5473.0,192,539,30107,42.46403385049366,501.78333333333336,208.64999999999998
SFO,"San Francisco, CA: San Francisco International",February,2012.0,12663,417,706.0,1111,4,55,2290,25245.0,42430,,291,2891,127138,55.51877729257642,2118.9666666666667,988.9499999999999
SLC,"Salt Lake City, UT: Salt Lake City International",February,2012.0,8660,282,307.0,287,2,22,898,14788.0,17580,7847.0,51,1315,41581,46.30400890868597,693.0166666666667,300.65
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",March,2012.0,33669,1244,2155.0,1829,7,100,5331,99415.0,133952,56868.0,200,6878,297313,55.770587131870194,4955.216666666666,1935.3500000000001
DEN,"Denver, CO: Denver International",March,2012.0,20347,757,1165.0,667,7,66,2662,44010.0,67390,21501.0,150,4497,137548,51.67092411720511,2292.4666666666667,849.05
IAD,"Washington, DC: Washington Dulles International",March,2012.0,6467,427,555.0,315,2,36,1333,23371.0,36619,9984.0,31,2103,72108,54.09452363090773,1201.8,407.25
ORD,"Chicago, IL: Chicago O'Hare International",March,2012.0,25618,950,1688.0,1954,1,227,4823,79514.0,112502,105020.0,25,18846,315907,65.50010366991499,5265.116666666667,2003.5
SAN,"San Diego, CA: San Diego International",March,2012.0,6527,311,410.0,241,3,15,981,14968.0,23026,7080.0,79,1424,46577,47.479102956167175,776.2833333333333,294.65
SFO,"San Francisco, CA: San Francisco International",March,2012.0,14067,606,1082.0,2198,1,88,3976,39224.0,81595,179466.0,38,7004,307327,77.295523138833,5122.116666666667,1841.3
SLC,"Salt Lake City, UT: Salt Lake City International",March,2012.0,9833,314,429.0,241,1,19,1006,17379.0,23685,7091.0,14,1484,49653,49.35685884691849,827.55,304.35
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",April,2012.0,32653,875,1146.0,1056,6,39,3124,74651.0,65596,29270.0,188,2983,172688,55.27784891165173,2878.133333333333,805.2
DEN,"Denver, CO: Denver International",April,2012.0,19158,633,951.0,728,5,63,2379,36329.0,52534,25289.0,160,4179,118491,49.80706179066835,1974.85,639.5
IAD,"Washington, DC: Washington Dulles International",April,2012.0,6221,267,323.0,195,1,23,808,,20625,5572.0,24,1508,43332,53.62871287128713,722.2,197.89999999999998
